,name,salary,type,address,url,schedule,work_format,experience
768,Data Engineer (Динамическое ценообразование),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130102706?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
769,Data Scientist в команду Compliance,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129392634?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
770,Бизнес-аналитик (аудит бизнес-процессов),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129251718?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
771,Преподаватель IT дисциплин/тренер-эксперт,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130235951?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
772,Senior Data Engineer (в Тбилиси),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128082912?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
773,Data Engineer (Data Platform) / Дата-инженер,from 300000 to 350000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129359355?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
774,Маркетолог-аналитик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128158246?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
775,Руководитель направления интернет эквайринга,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128634451?host=hh.ru,Полный день,No Info,От 3 до 6 лет
776,Продуктолог,from 250000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130038626?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
777,Менеджер по обработке данных (SPSS),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129138049?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
778,Ведущий аналитик качества данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129881965?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
779,Data Platform Lead,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129720580?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
780,Product Architect/Главный архитектор продукта (домен API),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130132779?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
781,Аналитик развития цифрового бизнеса,from None to 220000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129041619?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
782,Data analyst (BigData),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129470931?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
783,Product Manager (Conversion Rate),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129819362?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
784,Портфельный аналитик (Риск-аналитик),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129146046?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
785,SRE-инженер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129345943?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
786,Data engineer (HR платформа Пульс),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129340009?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
787,HR Operations Lead/ Руководитель операционной поддержки HR (MWS AI),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128519587?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
788,Middle+ / Senior Data-аналитик,from 200000 to 300000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/128061782?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
789,Бизнес-аналитик DWH (IT-компания),from 150000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129378160?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
790,Бизнес-аналитик (консультант) Ритейл,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129545533?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
791,Partner Technology Evangelist (Big Data / Data Platform),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130040400?host=hh.ru,Полный день,Гибрид,Более 6 лет
792,TechLead Java Spring (руководитель команды),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128505059?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
793,Middle Data-инженер (Модель рынков),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129584189?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
794,Руководитель управления интернет-продаж (Контакт-центр ЦУМ),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129778762?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
795,CRM-маркетолог,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129274119?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
796,Senior Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129373258?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
797,Data engineer (Инженер-программист) в команду Корпоративного хранилища данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/126779445?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
798,Методолог (управление операционных рисков),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129139635?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
799,Middle Data Analyst (ML) / Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129442436?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
800,Senior Devops Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129663306?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
801,IT-рекрутер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128635534?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
802,Аналитик отдела мониторинга (zabbix),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130096197?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
803,Ведущий аналитик 1С (Регламентированный учет),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130191512?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
804,Методолог-аналитик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129273239?host=hh.ru,Полный день,No Info,От 3 до 6 лет
805,Системный администратор (Bitrix24),from 90000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129432878?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
806,Руководитель направления по аналитике данных (Агент Аналитики HR),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129997981?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
807,Senior Data Quality Analyst / Аналитик по качеству данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129442567?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
